2023-04-19 17:12:37 : INFO : (6552 | DIRECTOR) : (IS | Ints) : node01 : TM_6014 : Initializing session [S_letter] at [Wed Apr 19 17:12:37 2023].
2023-04-19 17:12:37 : INFO : (6552 | READER_1_3_1) : (IS | Ints) : node01 : RR_4010 : SQ instance [SQ_SUBSCRIBER_2239842] SQL Query [SELECT SUBSCRIBER_2239842.SUB_SK, SUBSCRIBER_2239842.SUB_ID, SUBSCRIBER_2239842.LAST_NAME, SUBSCRIBER_2239842.FIRST_NAME, SUBSCRIBER_2239842.GENDER, SUBSCRIBER_2239842.BIRTHDATE_DT, SUBSCRIBER_2239842.SUBGRP_ID, SUBSCRIBER_2239842.GRP_ID, SUBSCRIBER_2239842.EFF_DT, SUBSCRIBER_2239842.TERM_DT, SUBSCRIBER_2239842.ELIG_IND FROM SUBSCRIBER_2239842]
2023-04-19 17:12:37 : INFO : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : WRT_8158 : 

*****START LOAD SESSION*****

Load Start Time: Wed Apr 19 17:12:37 2023

Target tables:

     Group_Details::X_GroupDetails
     Group_Details::X_Subgrp
     Group_Details::X_Subscriber


2023-04-19 17:12:37 : INFO : (6552 | READER_1_3_1) : (IS | Ints) : node01 : RR_4049 : RR_4049 SQL Query issued to database : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | READER_1_1_1) : (IS | Ints) : node01 : RR_4010 : SQ instance [SQ_GROUP_2239842] SQL Query [SELECT GROUP_2239842.GRP_SK, GROUP_2239842.GROUP_ID, GROUP_2239842.GRP_NAME, GROUP_2239842.EFF_DT, GROUP_2239842.TERM_DT, GROUP_2239842.STREET, GROUP_2239842.CITY, GROUP_2239842.STATE, GROUP_2239842.ZIP FROM GROUP_2239842]
2023-04-19 17:12:37 : INFO : (6552 | READER_1_1_1) : (IS | Ints) : node01 : RR_4049 : RR_4049 SQL Query issued to database : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | READER_1_2_1) : (IS | Ints) : node01 : RR_4010 : SQ instance [SQ_SUBGRP_2239842] SQL Query [SELECT SUBGRP_2239842.SUBGRP_SK, SUBGRP_2239842.SUBGRP_ID, SUBGRP_2239842.SUBGRP_NAME, SUBGRP_2239842.EFF_DT, SUBGRP_2239842.TERM_DT, SUBGRP_2239842.GROUP_ID FROM SUBGRP_2239842]
2023-04-19 17:12:37 : INFO : (6552 | READER_1_2_1) : (IS | Ints) : node01 : RR_4049 : RR_4049 SQL Query issued to database : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | READER_1_1_1) : (IS | Ints) : node01 : RR_4050 : RR_4050 First row returned from database to reader : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | READER_1_1_1) : (IS | Ints) : node01 : BLKR_16019 : Read [4] rows, read [0] error rows for source table [GROUP_2239842] instance name [GROUP_2239842]
2023-04-19 17:12:37 : INFO : (6552 | READER_1_1_1) : (IS | Ints) : node01 : BLKR_16008 : Reader run completed.
2023-04-19 17:12:37 : INFO : (6552 | READER_1_2_1) : (IS | Ints) : node01 : RR_4050 : RR_4050 First row returned from database to reader : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | READER_1_2_1) : (IS | Ints) : node01 : BLKR_16019 : Read [25] rows, read [0] error rows for source table [SUBGRP_2239842] instance name [SUBGRP_2239842]
2023-04-19 17:12:37 : INFO : (6552 | READER_1_2_1) : (IS | Ints) : node01 : BLKR_16008 : Reader run completed.
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_2_1) : (IS | Ints) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | READER_1_3_1) : (IS | Ints) : node01 : RR_4050 : RR_4050 First row returned from database to reader : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_2_1) : (IS | Ints) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [JNRTRANS] from [33554432] to [33556800].
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_3_1) : (IS | Ints) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_2_1) : (IS | Ints) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [JNRTRANS] from [67108864] to [67109400].
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_3_1) : (IS | Ints) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [JNRTRANS1] from [33554432] to [33555200].
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_3_1) : (IS | Ints) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [JNRTRANS1] from [67108864] to [67109328].
2023-04-19 17:12:37 : INFO : (6552 | READER_1_3_1) : (IS | Ints) : node01 : DBG_21699 : Waiting for consumer to free buffer block. Please increase the dtm buffer pool size.
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_2_1) : (IS | Ints) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR11_10_0_12.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR11_10_0_12.idx] for Joiner [JNRTRANS].
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_3_1) : (IS | Ints) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR11_13_0_12.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR11_13_0_12.idx] for Joiner [JNRTRANS1].
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_2_1) : (IS | Ints) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_2_1) : (IS | Ints) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_SUBGRP_2239842]. Total errors [0] 
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_1_1) : (IS | Ints) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | READER_1_3_1) : (IS | Ints) : node01 : BLKR_16019 : Read [4709] rows, read [0] error rows for source table [SUBSCRIBER_2239842] instance name [SUBSCRIBER_2239842]
2023-04-19 17:12:37 : INFO : (6552 | READER_1_3_1) : (IS | Ints) : node01 : BLKR_16008 : Reader run completed.
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_3_1) : (IS | Ints) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_3_1) : (IS | Ints) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_SUBSCRIBER_2239842]. Total errors [0] 
2023-04-19 17:12:37 : INFO : (6552 | TRANSF_1_1_1) : (IS | Ints) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Wed Apr 19 17:12:37 2023)
2023-04-19 17:12:37 : INFO : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : WRT_8167 : Start loading table [Group_Details::X_GroupDetails] at: Wed Apr 19 17:12:37 2023
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2023-04-19 17:12:37 : ERROR : (6552 | WRITER_1_*_1) : (IS | Ints) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
